,HG_NM,HJ_NM,POLY_NM,ORIG_NM,MEMBER_NO,POLY_CD,ORIG_CD,VOTE_DATE,BILL_NO,BILL_NAME,BILL_ID,LAW_TITLE,CURR_COMMITTEE,RESULT_VOTE_MOD,DEPT_CD,CURR_COMMITTEE_ID,DISP_ORDER,BILL_URL,BILL_NAME_URL,SESSION_CD,CURRENTS_CD,AGE,MONA_CD
18,양이원영,梁李媛瑛,더불어민주당,비례대표,2100000000148,101182,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771287,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,7O71647Z
19,김정재,金汀才,국민의힘,경북 포항시북구,2100000000061,101210,150001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771023,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,E1J8836Y
20,김학용,金學容,국민의힘,경기 안성시,2100000000305,101210,080071,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771289,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,F5U2979W
21,김한규,金翰奎,더불어민주당,제주 제주시을,2100000000314,101182,170012,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771296,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,NUB4941Z
22,임병헌,林炳憲,국민의힘,대구 중구남구,2100000000304,101210,030001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771290,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,NLR6572J
23,김선교,金善敎,국민의힘,경기 여주시양평군,2100000000041,101210,080194,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771195,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,JNL7001A
24,김수흥,金洙興,더불어민주당,전북 익산시갑,2100000000045,101182,130007,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771210,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,L7T64271
25,권인숙,權仁淑,더불어민주당,비례대표,2100000000020,101182,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771259,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,3TO11703
26,허은아,許垠娥,국민의힘,비례대표,2100000000288,101210,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771256,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,66W6739S
27,최혜영,崔惠英,더불어민주당,비례대표,2100000000277,101182,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771267,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,QD25323M
28,노용호,魯容昊,국민의힘,비례대표,2100000000307,101210,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771294,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,JVB6983V
29,윤건영,尹建永,더불어민주당,서울 구로구을,2100000000166,101182,010051,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771118,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,GP07421U
30,고영인,高永寅,더불어민주당,경기 안산시단원구갑,2100000000012,101182,080039,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771180,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,4XG1439M
31,강민정,姜旼姃,더불어민주당,비례대표,2100000000005,101182,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771283,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,P2N50879
32,배진교,裵晋敎,정의당,비례대표,2100000000111,101180,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771277,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,A2V51235
33,이장섭,李將燮,더불어민주당,충북 청주시서원구,2100000000210,101182,110039,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771201,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,7I09543O
34,김용민,金容民,더불어민주당,경기 남양주시병,2100000000055,101182,080188,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771186,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,OFE45081
35,황희,黃熙,더불어민주당,서울 양천구갑,2100000000300,101182,010042,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9770936,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,0VU8517U
36,윤호중,尹昊重,더불어민주당,경기 구리시,2100000000180,101182,080051,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9770876,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,M0A1658U
37,신원식,申源湜,국민의힘,비례대표,2100000000137,101210,240001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771246,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,SRP7336N
38,강준현,康準鉉,더불어민주당,세종특별자치시을,2100000000009,101182,210026,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771168,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,5KV96424
39,강병원,姜炳遠,더불어민주당,서울 은평구을,2100000000006,101182,010033,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9770933,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,60490713
40,이병훈,李炳勳,더불어민주당,광주 동구남구을,2100000000191,101182,050015,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771154,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,HKJ99607
41,김태년,金太年,더불어민주당,경기 성남시수정구,2100000000068,101182,080007,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9770741,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,1WE5693J
42,박성민,朴聖敏,국민의힘,울산 중구,2100000000095,101210,070001,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771163,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,X3170462
43,어기구,魚基龜,더불어민주당,충남 당진시,2100000000151,101182,120073,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9771010,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,8FB1535Y
44,심상정,沈相정,정의당,경기 고양시갑,2100000000140,101180,080191,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9770869,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,SU53086M
45,장경태,張耿態,더불어민주당,서울 동대문구을,2100000000229,101182,010014,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9771110,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,RPN2293B
46,노웅래,盧雄來,더불어민주당,서울 마포구갑,2100000000078,101182,010039,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,불참,9770753,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,0827740Q
47,김영주,金榮珠,더불어민주당,서울 영등포구갑,2100000000051,101182,010056,20230227 182500,2120237,장사 등에 관한 법률 일부개정법률안(대안),PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,장사 등에 관한 법률,보건복지위원회,찬성,9770975,9700341,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q2S1D2P0A8F1R1X1H7N3D4U2J0M1,403,8,21,0W194007
